experiences_offered,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,24-Hour Check-in,Air Conditioning,Breakfast,BuzzerWireless Intercom,Cable TV,Carbon Monoxide Detector,Cat(s),Dog(s),Doorman,Dryer,Elevator in Building,Essentials,FamilyKid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Free Parking on Street,Gym,Hair Dryer,Hangers,Heating,Hot Tub,Indoor Fireplace,Internet,Iron,Kitchen,Laptop Friendly Workspace,Lock on Bedroom Door,Other pet(s),Paid Parking Off Premises,Pets Allowed,Pets live on this property,Pool,Safety Card,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Washer,Washer  Dryer,Wheelchair Accessible,Wireless Internet,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_cleansed_Allston,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30
none,1.0,0.95,f,t,t,t,2,1.0,1.0,1.0,65,1000,3500,100,25,1,20,1,1125,26,56,86,361,14,90.0,9.0,9.0,9.0,9.0,9.0,9.0,f,f,f,f,3,2.9,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
none,1.0,0.89,f,t,t,t,6,2.5,3.0,3.0,275,1000,3500,100,100,1,0,2,14,0,10,40,315,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,f,2,0.63,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,0.5,t,t,t,t,2,2.0,1.0,1.0,78,286,1008,100,30,1,25,2,1125,0,0,0,248,23,96.0,10.0,10.0,10.0,10.0,8.0,10.0,f,f,f,f,2,1.2,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,0.79,1.0,f,t,t,t,1,1.0,1.0,1.0,52,350,1100,100,50,1,0,5,60,6,36,66,341,3,73.0,6.0,5.0,9.0,7.0,7.0,8.0,f,f,f,f,15,0.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,0.4,1.0,f,t,t,t,2,1.0,1.0,1.0,39,150,600,100,100,1,0,1,1125,0,0,3,276,3,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,f,f,1,0.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,0.9,0.8,f,t,t,t,2,1.0,1.0,1.0,100,550,1900,100,100,1,80,1,1125,30,60,90,365,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,3,0.16,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,1.0,1.0,f,t,f,t,2,1.0,1.0,1.0,60,1000,3500,100,5,0,0,1,1125,0,0,0,0,7,83.0,9.0,8.0,10.0,8.0,9.0,8.0,f,f,f,f,1,3.28,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,0.96,f,t,t,t,2,2.5,1.0,1.0,65,450,1800,100,10,1,20,2,1125,11,26,48,275,62,91.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,f,f,4,2.33,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,1.0,0.94,f,t,f,f,1,1.0,1.0,1.0,60,400,1300,500,50,0,0,10,1125,12,42,72,347,6,77.0,9.0,9.0,10.0,10.0,8.0,8.0,f,t,f,f,20,0.56,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,0.71,f,t,t,t,4,1.0,2.0,2.0,100,1000,3500,100,100,2,10,4,1125,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,f,1,1.38,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
none,1.0,0.0,f,t,t,t,2,1.0,1.0,1.0,60,1000,3500,100,5,1,30,1,3,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,f,f,1,1.970908448,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,1.0,0.99,t,t,t,t,1,1.0,1.0,1.0,40,1000,3500,100,14,1,0,1,11,10,40,48,320,101,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,t,f,f,2,4.57,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
none,1.0,1.0,f,t,t,t,4,1.0,2.0,2.0,175,1000,3500,125,25,4,25,1,3,3,27,42,42,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,1.0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,t,t,t,t,2,1.0,1.0,1.0,108,700,3500,100,25,2,0,1,1125,12,32,58,138,37,96.0,10.0,10.0,10.0,10.0,8.0,10.0,f,f,f,f,1,3.23,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,0.75,1.0,f,t,t,t,2,1.0,1.0,1.0,65,1000,3500,100,100,1,0,2,1125,28,58,88,363,15,73.0,8.0,8.0,9.0,8.0,7.0,7.0,f,t,f,f,3,0.89,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,f,t,t,t,4,1.0,2.0,2.0,144,1000,3500,100,50,1,100,1,1125,4,24,54,329,12,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,f,2,6.43,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,f,t,t,t,3,1.5,1.0,1.0,79,1000,1400,100,40,1,20,2,150,1,31,61,336,118,93.0,9.0,10.0,10.0,10.0,9.0,9.0,f,t,t,t,3,1.96,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,t,t,t,t,1,1.0,1.0,1.0,60,400,1500,100,10,1,10,2,1125,0,0,0,68,21,93.0,9.0,9.0,10.0,10.0,8.0,9.0,f,t,f,f,1,1.69,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,1.0,0.98,f,t,f,f,3,1.0,1.0,1.0,65,1000,3500,100,100,1,0,1,1125,5,24,54,325,14,80.0,9.0,9.0,9.0,10.0,8.0,8.0,f,t,f,f,2,5.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,1.0,1.0,f,t,t,f,5,1.0,2.0,3.0,185,1000,3500,100,100,1,0,2,1125,19,49,79,169,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,f,f,1,1.970908448,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,t,t,t,t,2,1.0,1.0,1.0,150,1000,3500,100,25,1,0,2,1125,14,37,55,330,29,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,2.6,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,0.92,0.69,f,t,t,t,2,1.0,1.0,1.0,80,440,1050,100,100,1,10,1,1125,6,36,66,93,4,80.0,9.0,7.0,9.0,8.0,8.0,8.0,f,f,f,f,3,0.96,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,1.0,1.0,f,t,t,t,14,2.5,5.0,8.0,395,1000,3500,200,140,8,15,2,365,0,0,3,261,19,85.0,8.0,9.0,9.0,9.0,7.0,8.0,f,f,f,t,9,0.38,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,0.98,0.88,f,t,t,t,1,1.0,1.0,1.0,55,1000,3500,200,25,1,10,2,1125,0,20,50,325,1,20.0,2.0,2.0,4.0,4.0,2.0,2.0,f,f,f,f,5,0.37,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,0.73,0.91,f,t,t,t,6,1.0,3.0,3.0,164,1200,3500,500,150,3,10,2,36,12,26,47,224,12,92.0,10.0,10.0,9.0,10.0,9.0,10.0,f,f,f,f,10,0.52,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,0.8,1.0,f,t,t,t,1,1.0,1.0,1.0,70,400,1200,100,20,1,20,2,365,0,0,0,259,22,92.0,9.0,8.0,10.0,10.0,9.0,9.0,f,f,f,f,4,0.76,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,0.94,0.91,f,t,f,f,8,2.0,5.0,4.0,300,1000,3500,100,50,6,35,1,1125,0,0,0,5,9,93.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,f,3,5.87,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,0.7,t,t,t,f,2,1.0,1.0,1.0,85,1000,3500,250,30,1,15,2,180,0,4,34,124,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,3,1.78,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,0.83,0.0,f,t,t,t,1,1.0,1.0,1.0,58,350,1145,100,100,1,25,2,1125,0,0,0,217,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,0.9,0.33,f,t,t,t,4,1.0,3.0,3.0,150,1000,3500,450,50,1,0,3,1125,18,40,40,40,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,f,f,f,f,1,1.0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,t,1,1.0,1.0,1.0,76,1000,3500,100,15,1,0,2,1125,0,0,0,0,5,80.0,10.0,10.0,10.0,8.0,9.0,8.0,f,f,f,f,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,0.94,f,t,f,f,1,1.0,1.0,1.0,37,1000,3500,500,50,1,0,10,1125,0,0,26,301,4,90.0,10.0,10.0,10.0,10.0,7.0,10.0,f,f,f,f,20,0.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
none,1.0,0.96,f,t,t,t,4,1.0,1.0,1.0,130,840,2530,100,20,3,20,2,1125,7,27,57,329,77,87.0,9.0,9.0,9.0,10.0,9.0,9.0,f,f,f,f,4,2.89,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,t,4,2.0,2.0,2.0,180,1000,3500,100,80,4,35,2,1125,5,18,43,170,27,90.0,10.0,9.0,9.0,9.0,8.0,9.0,f,f,f,f,3,2.73,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,0.93,0.57,f,t,t,t,1,1.0,1.0,1.0,35,1000,3500,300,50,1,0,30,999,0,0,0,73,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,6,0.67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,f,t,f,t,1,1.0,1.0,1.0,51,1000,3500,100,100,1,0,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,0.48,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
none,0.94,0.91,f,t,f,t,8,2.0,4.0,4.0,225,1000,3500,100,50,6,50,1,1125,26,48,78,353,21,75.0,9.0,8.0,10.0,9.0,7.0,7.0,f,f,f,f,3,1.82,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,f,t,t,t,1,1.0,1.0,1.0,29,1000,3500,100,100,1,0,10,1125,0,0,0,0,1,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,f,f,1,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
none,1.0,0.94,f,t,f,f,1,1.0,1.0,1.0,36,1000,3500,500,50,1,0,10,1125,4,8,38,313,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,f,f,20,1.970908448,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
none,1.0,0.99,f,t,t,t,7,1.0,3.0,4.0,199,1000,3500,600,129,2,25,1,1125,19,37,67,342,24,88.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,f,f,2,1.83,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,0.96,f,t,t,t,2,2.5,1.0,1.0,75,450,3500,100,10,1,20,2,1125,6,31,61,336,32,91.0,9.0,9.0,9.0,9.0,9.0,9.0,f,f,f,f,4,1.22,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
none,0.79,1.0,f,t,t,t,2,1.0,1.0,1.0,69,475,1700,100,45,1,0,2,30,24,54,84,359,9,82.0,9.0,7.0,9.0,10.0,9.0,8.0,f,f,f,f,15,0.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
